OrganizadorID,Organizador,VentasAjustadas,EgresosAjustados,MargenAjustado
1038,Centro Santos,1330.19,0.0,1330.19
1499,Asociación Valdivia-Soler,1330.04,0.0,1330.04
1112,Viajes Barajas y Flia.,1526.92,199.65,1327.27
4067,Rodríguez y Osorio,1327.07,0.0,1327.07
2745,Niño y Laureano SA,1326.82,0.0,1326.82
4784,Téllez de Ávalos e Hija,1326.46,0.0,1326.46
3389,Trejo-Hernándes y Asoc.,1325.22,0.0,1325.22
4956,Corporación Serra SA,1324.34,0.0,1324.34
1026,Polo y Deleón,1557.5,233.45,1324.05
3540,Serna de Trujillo,3060.84,1738.27,1322.57
3645,Empresa Ledesma,1556.84,234.35,1322.49
3893,"Valverde, Colunga y Luevano e Hijos",1395.13,74.88,1320.25
4814,Centro Lovato SRL,1320.22,0.0,1320.22
4262,"Guerra, Tello y Vergara SRL",1318.35,0.0,1318.35
4637,Centro De la Torre,2198.14,881.39,1316.75
3085,Benítez y Ballesteros,1315.63,0.0,1315.63
90,Arredondo-Bravo y Flia.,1315.51,0.0,1315.51
1031,Peres y Polanco S. de H.,1315.47,0.0,1315.47
4682,Canales de Trejo S. de H.,1314.21,0.0,1314.21
2965,Asociación Cano y Flia.,1314.2,0.0,1314.2
3243,Asociación Velásquez,1312.4,0.0,1312.4
1001,Sauceda de Yáñez,1311.78,0.0,1311.78
1832,Corporación Granado SRL,1309.76,0.0,1309.76
4934,Roybal y Abreu,1309.28,0.0,1309.28
2969,Grupo Pedroza SA,1308.65,0.0,1308.65
1795,Asociación Limón,1306.35,0.0,1306.35
3497,Oliva y Valadez SRL,1306.01,0.0,1306.01
70,Empresa Cavazos SA,2533.12,1228.85,1304.27
3678,Corporación Maldonado-Luevano,1303.18,0.0,1303.18
1195,Romo-Hernández,1302.96,0.0,1302.96
1128,Empresa Cortez y Asoc.,1299.18,0.0,1299.18
1278,Almonte-Blázquez y Asoc.,1297.49,0.0,1297.49
4551,Vázquez de Pedraza e Hija,1296.79,0.0,1296.79
3571,Air Arellano-Barrientos,1865.83,569.16,1296.67
3931,Anguiano de Valadez,1293.77,0.0,1293.77
1068,Asociación Ávalos-Blázquez,1293.23,0.0,1293.23
3720,Corporación Regalado SA,1291.3,0.0,1291.3
3011,Guajardo-Caro,1290.59,0.0,1290.59
3585,Ríos y Tijerina,1534.35,245.98,1288.37
170,Casillas de Meraz,3143.77,1855.68,1288.09
4556,Centro Otero,1720.62,433.14,1287.48
3767,Salcedo y Prado SRL,1284.86,0.0,1284.86
4689,Raya-Prieto,1282.39,0.0,1282.39
4102,Duran-Mesa,1280.45,0.0,1280.45
2693,Atencio-Llamas,2893.08,1614.05,1279.03
1930,"Hernádez, Alonzo y Madrid e Hija",1278.01,0.0,1278.01
4460,Arroyo-Díez SA,1277.24,0.0,1277.24
740,Air Aguado-Calderón,1275.05,0.0,1275.05
1888,Benavides y Saucedo,1898.28,624.53,1273.75
3039,Tijerina y Linares,1273.45,0.0,1273.45
4935,Plaza y Nevárez y Flia.,1273.43,0.0,1273.43
4989,Cintrón-Moral,1272.42,0.0,1272.42
18,Ros y Piña y Asoc.,2207.53,935.45,1272.08
3260,Miramontes-Riera,1271.37,0.0,1271.37
4973,Garibay de Puig,1271.19,0.0,1271.19
708,Valenzuela y Aragón e Hijo,1271.17,0.0,1271.17
2593,Tapia y Córdoba y Flia.,1267.2,0.0,1267.2
1099,López-Ojeda e Hija,1266.69,0.0,1266.69
1854,Domenech y Reynoso SA,1265.39,0.0,1265.39
2029,Viajes Enríquez,1264.09,0.0,1264.09
4541,Asociación Palacios SRL,1263.32,0.0,1263.32
354,Cortés-Luis,1263.11,0.0,1263.11
4659,Bernal de Jaime e Hija,1262.88,0.0,1262.88
1643,Mascareñas y Badillo y Flia.,1372.23,109.73,1262.5
1377,Pizarro-Amaya,1815.26,560.91,1254.35
1791,"Girón, Yáñez y León e Hijo",1251.46,0.0,1251.46
186,Escobar-Granado S. de H.,1251.43,0.0,1251.43
3530,Nieto y Silva,1251.36,0.0,1251.36
2779,Costa-Padrón,1251.18,0.0,1251.18
1677,Air Henríquez,1757.12,509.81,1247.31
774,Asociación Rosado,1245.77,0.0,1245.77
662,Becerra y Ulloa SRL,1244.57,0.0,1244.57
1474,Tamez-Clemente,1242.65,0.0,1242.65
1823,Zapata y Merino S. de H.,2238.17,996.05,1242.12
242,Corona y Malave e Hija,1241.39,0.0,1241.39
4450,Sola de Ballesteros,1734.94,493.77,1241.17
4051,"Casas, Rosas y Partida e Hijo",1240.71,0.0,1240.71
703,Air Posada e Hija,1238.6,0.0,1238.6
2774,Terán de Díez,2426.13,1188.24,1237.89
16,Limón-Conde,1237.55,0.0,1237.55
1210,Salcido de Guillen e Hijos,1235.67,0.0,1235.67
2769,Alba-Verdugo e Hija,1234.57,0.0,1234.57
4851,Arribas-Covarrubias,1234.19,0.0,1234.19
3815,Grupo Barrientos SRL,1233.2,0.0,1233.2
46,Pineda y Escamilla,1232.87,0.0,1232.87
2639,Anaya de Gaytán y Flia.,1365.88,133.32,1232.56
174,Empresa Valle-Razo,1231.84,0.0,1231.84
1429,Asociación Villa y Asoc.,1231.65,0.0,1231.65
4425,Ramírez y Delacrúz y Asoc.,2836.08,1605.35,1230.73
4041,Martí y Arredondo,1230.71,0.0,1230.71
152,"Olivo, Navarrete y Marrero e Hijo",1228.62,0.0,1228.62
1635,Viajes Figueroa,2309.82,1084.25,1225.57
1996,"Benavides, Villareal y Martí y Flia.",1225.42,0.0,1225.42
503,Manzano y Caballero,1224.53,0.0,1224.53
4176,Gurule de Niño,2979.99,1757.64,1222.35
1961,Carretero-Montero y Asoc.,1221.92,0.0,1221.92
4288,Calvo-Ordóñez e Hijos,1489.5,268.58,1220.92
1701,"Zaragoza, Porras y Montañez y Asoc.",1220.57,0.0,1220.57
1546,Alva-Sandoval,1218.78,0.0,1218.78
4072,Saldivar y Costa y Asoc.,1217.73,0.0,1217.73
723,Viajes Correa S. de H.,1217.53,0.0,1217.53
1152,Guillen de Hernádez SA,1217.14,0.0,1217.14
2811,"Munguía, Rolón y Mendoza e Hijo",3454.86,2238.69,1216.17
2919,Altamirano de Varela,1213.97,0.0,1213.97
2087,Zapata y Tapia y Flia.,1311.0,97.62,1213.38
1590,Alarcón y Ramírez SRL,1903.14,690.39,1212.75
4351,Cárdenas y Zambrano y Flia.,1211.35,0.0,1211.35
3245,"Mayorga, Jurado y Vicente y Asoc.",1209.91,0.0,1209.91
3500,Orozco y Valle,1475.08,266.26,1208.82
3122,Guerra-Girón e Hijo,1208.76,0.0,1208.76
3226,Concepción y Córdova SRL,1207.94,0.0,1207.94
517,Corporación Arevalo,1205.83,0.0,1205.83
2436,Empresa Quintanilla-Melgar,2353.45,1147.95,1205.5
4256,Acosta de Tirado e Hijo,1203.22,0.0,1203.22
1098,Carrero-Mora e Hija,1203.09,0.0,1203.09
3899,Global Vergara-Gaitán,1202.52,0.0,1202.52
3273,Viajes Jaramillo,1477.19,274.97,1202.22
2236,"Molina, Valverde y Gámez e Hijos",1199.27,0.0,1199.27
4960,Gil de Valdez y Flia.,2270.41,1072.31,1198.1
373,Rico y Miramontes,1197.0,0.0,1197.0
3952,Empresa Esteve,1195.39,0.0,1195.39
1727,Rueda y Quintana SA,1191.68,0.0,1191.68
4082,Villarreal-Montero SA,1191.5,0.0,1191.5
4599,Santacruz-Ontiveros y Flia.,1190.65,0.0,1190.65
3089,"Blasco, Salcedo y Mireles y Flia.",1185.89,0.0,1185.89
223,Viajes Escribano y Asoc.,2360.97,1175.25,1185.72
3675,Corporación Delarosa,1183.99,0.0,1183.99
1674,Montalvo de Roque e Hija,1183.9,0.0,1183.9
3599,Centro Santana S. de H.,2540.83,1357.73,1183.1
1279,Pedroza-De Anda,1901.06,719.13,1181.93
3441,Bermejo de Alfonso e Hijo,1515.22,334.88,1180.34
3721,Villalba-Castillo,1180.33,0.0,1180.33
3334,Vázquez de Cordero,1627.39,447.56,1179.83
947,Blázquez y Salgado,1358.34,179.88,1178.46
2358,Oliva-Navas,1177.92,0.0,1177.92
749,Colón y Miguel y Asoc.,1177.31,0.0,1177.31
1932,Viajes Garrido,1174.61,0.0,1174.61
3590,Viajes Alanis e Hijos,1173.21,0.0,1173.21
2942,Franco y Garica,2631.4,1458.23,1173.17
3416,Grupo Armendáriz y Asoc.,1170.42,0.0,1170.42
1562,Luján de Ponce y Asoc.,1168.45,0.0,1168.45
3162,Zavala-Cuenca S. de H.,1164.07,0.0,1164.07
928,Air Méndez,1164.03,0.0,1164.03
1725,Empresa Paredes-Jáquez,1163.22,0.0,1163.22
2982,Global De la Cruz,1524.25,361.33,1162.92
4105,Méndez-Mireles SRL,1918.75,756.35,1162.4
42,Pagan y Rael S. de H.,1161.76,0.0,1161.76
4808,Mondragón-Terrazas,1157.79,0.0,1157.79
2950,Zambrano y Mejía,1155.43,0.0,1155.43
715,"Trujillo, Reyna y Jáquez y Flia.",2301.98,1150.29,1151.69
2501,Air Rentería y Flia.,1486.64,335.43,1151.21
4376,Grupo Garibay,1148.59,0.0,1148.59
4811,Arreola de Riera y Flia.,1738.22,589.73,1148.49
4706,Jurado y Contreras SA,2084.99,937.73,1147.26
2880,"Haro, Corona y Antón y Flia.",1145.44,0.0,1145.44
463,Garza de Olivo SA,1145.16,0.0,1145.16
377,Gestora Palomo,1145.15,0.0,1145.15
3945,"Jimínez, Mora y Ybarra y Asoc.",1142.41,0.0,1142.41
4895,Air Martín-Pedroza,1141.69,0.0,1141.69
4002,Tapia-Duarte SA,1542.44,401.06,1141.38
4315,Ozuna-Molina e Hijos,2493.37,1352.79,1140.58
3976,Arevalo-Ríos,1274.58,134.58,1140.0
1405,Carranza y Loya,1139.88,0.0,1139.88
3626,Carrillo-Cornejo e Hija,1501.57,361.71,1139.86
1380,Muñiz-Téllez,1220.85,82.26,1138.59
538,Echevarría y Alemán e Hijos,1134.75,0.0,1134.75
2520,Jaramillo-Delrío SRL,1134.26,0.0,1134.26
402,Negrón y Garay S. de H.,1827.57,693.9,1133.67
873,Gestora Feliciano,1133.59,0.0,1133.59
1639,Narváez y Véliz y Flia.,1131.41,0.0,1131.41
2611,Cobo y Nazario y Flia.,1131.41,0.0,1131.41
2205,"Montero, Romero y Solorzano SRL",1284.53,154.64,1129.89
4534,Jiménez-Olvera,1129.78,0.0,1129.78
1949,Carrasco de Leiva e Hijo,2679.3,1551.96,1127.34
1847,Asociación Nieto-Báez,1126.72,0.0,1126.72
4958,Regalado-Cortés,1126.27,0.0,1126.27
2834,Rosas-Casas y Asoc.,1126.18,0.0,1126.18
3313,Jasso-Nava e Hijos,2781.17,1655.25,1125.92
206,Global Loera-Maestas,1676.64,551.55,1125.09
3102,Ruelas y Noriega SRL,1123.49,0.0,1123.49
15,Alarcón-Blasco SRL,2833.1,1710.05,1123.05
2678,Viajes Aguilera,1857.23,734.95,1122.28
1808,"Amador, Polanco y Méndez SA",1120.44,0.0,1120.44
3410,"Aguilar, Balderas y Nieves y Flia.",1120.05,0.0,1120.05
2106,Global Valdez e Hijos,1709.85,589.81,1120.04
4292,Cabello-Millán SA,1119.71,0.0,1119.71
327,Barroso-Ulloa,1286.27,167.6,1118.67
1817,Tapia-Costa SRL,1117.34,0.0,1117.34
3287,Rojas-Pelayo,1117.12,0.0,1117.12
4296,Román-Puente e Hijo,1116.86,0.0,1116.86
2287,"Salazar, Saldivar y Ordoñez S. de H.",1116.76,0.0,1116.76
2674,Polo de Barreto e Hija,2493.65,1377.81,1115.84
1609,"Robles, Curiel y Farías e Hijo",2367.14,1251.42,1115.72
3360,Air Bañuelos,1648.65,533.27,1115.38
4726,"Reyna, Villalba y Alanis y Asoc.",1113.9,0.0,1113.9
1145,Calderón-Abad y Asoc.,1772.22,658.89,1113.33
1605,Armendáriz-Sepúlveda e Hijo,1113.05,0.0,1113.05
2100,Empresa Laureano y Flia.,1153.49,41.63,1111.86
799,Lucas de Sisneros,1111.54,0.0,1111.54
491,Paz de Mayorga SRL,1111.26,0.0,1111.26
3713,Corporación Montez,2088.72,977.77,1110.95
1133,Mendoza y Flores e Hija,1110.55,0.0,1110.55
182,Viajes Guajardo-Leyva,1110.11,0.0,1110.11
411,Air Guerrero,1110.04,0.0,1110.04
953,Domingo de Cotto,1108.43,0.0,1108.43
2649,Empresa Font-Roque,1108.0,0.0,1108.0
2633,Empresa Ozuna,1103.58,0.0,1103.58
4027,Asociación Espinoza-Colón,1102.84,0.0,1102.84
2842,Air Bahena,1225.29,125.1,1100.19
1765,Valdivia y Soler S. de H.,1099.83,0.0,1099.83
4467,Treviño-Gutiérrez SRL,1098.31,0.0,1098.31
3391,Palomo de Venegas,1096.92,0.0,1096.92
760,Pons de Oliver,1323.07,229.75,1093.32
4705,Grupo Posada-Escalante,1091.19,0.0,1091.19
3635,De Anda de Bustos,1090.83,0.0,1090.83
1868,Air Moreno y Flia.,1089.8,0.0,1089.8
2741,Viajes Marroquín y Asoc.,1089.36,0.0,1089.36
4716,Air Otero e Hija,1089.13,0.0,1089.13
4506,Rivero-Hidalgo,1086.66,0.0,1086.66
3295,Delagarza de Orta SA,1086.21,0.0,1086.21
3180,Fernández y Santos SRL,1084.87,0.0,1084.87
3934,Moral-Roque e Hija,1588.7,504.33,1084.37
4707,"Flores, Cervántez y Polo e Hijos",1083.25,0.0,1083.25
2622,Grupo Cabán SA,1083.22,0.0,1083.22
1918,Grupo Más e Hijo,1082.62,0.0,1082.62
2019,"Navarrete, Pons y Cuenca SRL",1081.5,0.0,1081.5
2292,Empresa Pineda,1080.3,0.0,1080.3
171,"Mireles, Cuellar y Juárez e Hijo",1078.13,0.0,1078.13
4319,Viajes Alejandro SRL,2168.43,1091.62,1076.81
1198,Global Parra,1071.66,0.0,1071.66
3068,"Navas, Noriega y Madrid e Hijos",1071.53,0.0,1071.53
3051,Urbina de Macías,1071.13,0.0,1071.13
2267,Gestora Monroy,2671.31,1601.46,1069.85
3796,Viajes Bravo-Asensio,2104.82,1036.54,1068.28
4345,Grupo Molina-Valle,1395.2,327.03,1068.17
885,Grupo Hidalgo,1067.85,0.0,1067.85
676,Castillo-Haro,2471.27,1403.95,1067.32
2683,Muñiz de Montaño,1316.19,249.63,1066.56
692,Soto-Raya,1066.5,0.0,1066.5
3620,Air Guillen-Moya,1066.46,0.0,1066.46
3240,Gestora Chacón-Cadena,1744.4,678.45,1065.95
2890,Ozuna-Bermejo,1065.55,0.0,1065.55
2209,Hernando de Hinojosa,1064.86,0.0,1064.86
3712,Arce y Cardona,1063.13,0.0,1063.13
728,Grupo Sancho SA,1061.99,0.0,1061.99
1826,Del Río de Palacios,1060.39,0.0,1060.39
1810,Luevano-Clemente,1059.62,0.0,1059.62
3536,Becerra de Camacho SA,1059.12,0.0,1059.12
131,Palomo y Venegas S. de H.,1058.42,0.0,1058.42
2860,Orta y Deleón,1274.01,216.17,1057.84
1927,Global Verdugo y Asoc.,1744.01,687.32,1056.69
2086,Beltrán y Sevilla S. de H.,1056.57,0.0,1056.57
2948,"Rey, Ornelas y Olivo S. de H.",1056.21,0.0,1056.21
1928,Suárez de Regalado y Asoc.,2247.3,1191.87,1055.43
2878,Domenech de Lira,2831.12,1776.74,1054.38
1755,Global Macías SA,1053.95,0.0,1053.95
2861,Asociación Ojeda-Vidal,1053.68,0.0,1053.68
1614,Asociación Casado,1051.38,0.0,1051.38
374,Cantú y Magaña,1050.5,0.0,1050.5
2671,Pascual-Más y Asoc.,1049.25,0.0,1049.25
1629,Duran-Peláez y Flia.,1046.3,0.0,1046.3
1110,Noriega-Saiz,1045.64,0.0,1045.64
1510,Global Bravo,1045.02,0.0,1045.02
4205,Parra-Jimínez,2883.13,1838.16,1044.97
1922,Roybal y Regalado,1043.46,0.0,1043.46
3940,Mora-Serrato SA,1043.43,0.0,1043.43
362,Cruz-Vargas y Asoc.,1040.37,0.0,1040.37
3817,Delao de Reyes,1040.02,0.0,1040.02
299,Casado-Muro SA,1537.2,498.58,1038.62
3632,Soliz-Oliva e Hijos,1068.65,30.65,1038.0
4465,"Núñez, Medina y Iglesias S. de H.",1232.58,196.23,1036.35
3581,Air Saucedo,1035.69,0.0,1035.69
3454,Viajes Rodarte,1034.54,0.0,1034.54
3350,Carvajal y Naranjo,1031.19,0.0,1031.19
4448,Barraza-Soler,1797.83,767.59,1030.24
905,Valadez y Quiñones y Flia.,1029.11,0.0,1029.11
4836,Grupo Arenas y Asoc.,1029.1,0.0,1029.1
3614,Solorio y Salas,1478.2,451.39,1026.81
2503,Centro Abreu-Mares,1025.88,0.0,1025.88
2750,Galindo de Carbonell,1969.31,943.7,1025.61
3206,Bermúdez-Borrego SRL,1025.3,0.0,1025.3
1955,Asociación Cornejo-Pardo,1025.17,0.0,1025.17
3012,Gestora Vélez SRL,1024.05,0.0,1024.05
1461,Haro-Navarro e Hija,1023.56,0.0,1023.56
3373,Bautista-Zambrano y Asoc.,1098.69,75.84,1022.85
866,Melgar de Longoria,2336.78,1314.1,1022.68
1162,Lomeli y Amaya e Hijos,1022.45,0.0,1022.45
4171,Atencio y Barrios,1022.27,0.0,1022.27
4231,Rey y Verdugo,1022.19,0.0,1022.19
4100,Gestora Solorio-Toro,1601.79,580.78,1021.01
1289,Asociación Armendáriz-Alejandro,1020.27,0.0,1020.27
964,"Cabello, Valentín y Pedraza e Hijo",1018.52,0.0,1018.52
484,Saldaña de Guzmán SRL,1016.78,0.0,1016.78
2961,"Cuevas, Terrazas y Arevalo SA",1015.85,0.0,1015.85
1196,Almaráz y Arreola y Asoc.,1015.08,0.0,1015.08
3775,Andrés y Maya e Hijos,1014.41,0.0,1014.41
3819,Ponce-Caraballo,1014.02,0.0,1014.02
1435,"Sáenz, Rivas y Roque SA",2768.71,1755.7,1013.01
1362,Grupo Ocasio,1044.35,33.42,1010.93
1758,Quintana de Pastor SRL,1521.05,510.14,1010.91
4709,Nazario de Lovato,1010.54,0.0,1010.54
761,"Fonseca, Antón y Rodrigo e Hijos",1010.4,0.0,1010.4
966,Grupo Armas e Hijo,1007.89,0.0,1007.89
1453,Mercado-Marín SRL,1007.26,0.0,1007.26
2486,Palomo-Quintanilla SA,1143.74,138.34,1005.4
2381,Viajes Estrada-Córdoba,1004.56,0.0,1004.56
454,López de Benavídez,1004.03,0.0,1004.03
4011,Global Rivas S. de H.,1003.38,0.0,1003.38
3092,Corporación Heredia,999.78,0.0,999.78
2591,Esquibel y Santana e Hija,1767.67,768.23,999.44
4122,Esquivel de Domínquez,1251.22,252.97,998.25
563,Valles de Valero SRL,997.94,0.0,997.94
1567,Cazares-Vallejo S. de H.,997.72,0.0,997.72
2408,Cabello de Ceballos,996.51,0.0,996.51
1379,Canales de Roybal y Asoc.,994.42,0.0,994.42
3643,"Rivero, Roig y Manzano e Hija",993.63,0.0,993.63
4888,"Benítez, Escribano y Duarte e Hijo",990.93,0.0,990.93
3143,Vega y Salazar SRL,1787.96,797.67,990.29
907,Collado de Solís,990.13,0.0,990.13
4550,"Varela, Solano y Garrido e Hijo",988.17,0.0,988.17
4184,Corporación Ocampo,987.77,0.0,987.77
4886,Gestora López y Asoc.,1124.25,136.52,987.73
4152,Corporación Pereira,3167.0,2179.53,987.47
300,Mota-Román e Hijo,986.99,0.0,986.99
4442,Ávalos-Rojas,984.89,0.0,984.89
2208,Llorente y Urrutia,984.52,0.0,984.52
34,Grupo Alba,980.95,0.0,980.95
3406,Oliva-Gimeno y Flia.,980.41,0.0,980.41
31,Centro Reyes S. de H.,979.79,0.0,979.79
1786,Empresa Portillo-Matías,979.4,0.0,979.4
3574,Viajes Galván y Asoc.,978.55,0.0,978.55
3411,Caballero de Briones,3351.07,2372.59,978.48
3692,Reynoso-Alba y Asoc.,978.08,0.0,978.08
2665,Abrego y Escalante y Asoc.,977.28,0.0,977.28
4238,Cordero de Ruiz e Hija,977.14,0.0,977.14
4768,Alemán de Meza,1810.78,833.88,976.9
2989,Grupo Zelaya-Otero,2054.96,1078.85,976.11
2119,"Palomo, Armas y Rueda S. de H.",1278.82,304.65,974.17
4570,Báez-Mesa,973.88,0.0,973.88
4841,Bahena y Abreu,972.46,0.0,972.46
58,Global De la Torre-Escribano,972.12,0.0,972.12
259,Gurule y Marcos,968.46,0.0,968.46
2012,Garza-Cavazos y Flia.,966.62,0.0,966.62
4237,Corporación Solorzano S. de H.,965.24,0.0,965.24
2553,Marcos y Cabán y Asoc.,1353.54,388.51,965.03
1090,Vila de Asensio y Flia.,1802.56,837.85,964.71
279,Banda-Castro e Hijo,1225.44,260.75,964.69
984,Garza y Arroyo y Asoc.,1383.88,419.5,964.38
4080,Garica de Castillo y Asoc.,4160.38,3196.45,963.93
995,Global Peláez y Flia.,1738.53,777.74,960.79
4007,Flórez-Garza,960.12,0.0,960.12
123,Gestora Solano e Hijos,959.91,0.0,959.91
3321,Bustos de Montalvo,959.06,0.0,959.06
260,Téllez de Esteve,2305.18,1346.15,959.03
4284,Treviño y Saldivar y Flia.,3378.45,2420.85,957.6
3619,Medina de Montero e Hijo,2664.33,1706.86,957.47
2177,Centro Marroquín-Moya,957.46,0.0,957.46
2341,Grupo Santana e Hijo,1303.98,347.39,956.59
3222,Menchaca y Sancho e Hijo,956.49,0.0,956.49
3689,Samaniego de Leiva y Flia.,956.24,0.0,956.24
2113,Oliva-Vélez y Asoc.,954.86,0.0,954.86
4842,"Lucero, Nieves y Gimeno e Hija",954.59,0.0,954.59
2452,Asociación Gálvez,1432.82,478.91,953.91
3331,Centro Reyes,953.15,0.0,953.15
4959,Pardo-Expósito SA,1216.87,264.34,952.53
3367,Gestora Ocampo-Montenegro,2178.21,1225.89,952.32
1347,Cervántez-Solano,951.06,0.0,951.06
4523,Sáenz y Delarosa,950.75,0.0,950.75
2818,Centro Guevara-Cordero,1017.95,67.73,950.22
205,Asociación Alarcón-Rosa,1766.09,817.01,949.08
3188,"Calvillo, Del Río y Raya SRL",2918.66,1971.18,947.48
3565,Solorio de Madrigal,1249.27,302.28,946.99
2970,Briseño-Salinas SRL,946.77,0.0,946.77
1688,Carbonell y Montero,944.6,0.0,944.6
193,Global Tapia e Hija,943.3,0.0,943.3
1076,Viajes Garay,1482.91,540.06,942.85
1322,Antón de Collado S. de H.,942.09,0.0,942.09
4661,Cardona y Herrero e Hijos,941.09,0.0,941.09
3480,"Santacruz, Lorente y Marroquín y Asoc.",1865.38,924.39,940.99
4219,Apodaca-Toledo y Flia.,2239.52,1299.45,940.07
4486,Saldaña de Pagan,939.99,0.0,939.99
4749,Ibáñez-Monroy,937.87,0.0,937.87
4169,"Sanz, Alfaro y Sepúlveda y Asoc.",936.63,0.0,936.63
4361,Luján de Pabón e Hijo,935.3,0.0,935.3
4681,Barela y Aguirre y Flia.,935.18,0.0,935.18
4181,Empresa Andreu S. de H.,934.86,0.0,934.86
1638,Asociación Verdugo,1608.55,674.0,934.55
3983,"Cordero, Lorenzo y Galindo e Hijos",934.45,0.0,934.45
734,Asociación Martínez-Zarate,933.05,0.0,933.05
4879,Corporación Delrío,932.63,0.0,932.63
3461,Valdés de Palomino,931.36,0.0,931.36
1427,Valle de Quesada y Asoc.,1634.43,703.6,930.83
2441,Valdés-Miramontes,1872.64,941.99,930.65
1848,Huerta-Toledo,2573.95,1643.69,930.26
1450,Arreola y Montoya,930.23,0.0,930.23
4947,"Sanabria, Guardado y Valladares e Hijos",1706.44,778.57,927.87
3655,Corporación Redondo,927.33,0.0,927.33
2401,Ibáñez-Calderón,926.86,0.0,926.86
4831,"Ibáñez, Meraz y Estévez y Flia.",1457.78,531.17,926.61
2738,"Rico, Caldera y Riera e Hija",926.24,0.0,926.24
4613,Cuenca de Escalante S. de H.,925.18,0.0,925.18
2608,Centro Rey e Hijo,924.89,0.0,924.89
551,Andreu-Carvajal,924.0,0.0,924.0
1479,Gestora Sáenz-Abrego,1801.32,878.03,923.29
1676,Verdugo y Rascón y Flia.,1514.97,592.0,922.97
2660,Badillo-Nájera e Hija,921.21,0.0,921.21
4331,Grupo Flórez y Asoc.,2820.49,1899.7,920.79
965,Pichardo-Lugo,2801.61,1881.46,920.15
3302,Robles de Plaza,920.12,0.0,920.12
2685,Luna de De la Torre,919.83,0.0,919.83
111,Corporación Ruelas-Solano,2191.25,1272.04,919.21
2183,Carranza de Tórrez,918.03,0.0,918.03
4053,Saldivar-Cornejo SA,1088.77,171.09,917.68
2897,Grupo Crespo-Hernádez,1212.69,297.17,915.52
4060,Arguello de Ulloa,1728.68,813.28,915.4
4340,Fernández de Agosto e Hijo,2340.88,1426.78,914.1
3019,"Altamirano, Hinojosa y Angulo e Hijo",913.58,0.0,913.58
274,Díaz-Beltrán SA,1005.47,92.83,912.64
2063,Sánchez-Ceja,1048.35,135.99,912.36
1071,Raya y Montoya e Hijo,910.7,0.0,910.7
496,Lozano de Caraballo,2557.66,1648.29,909.37
1165,Ordóñez y Banda SA,908.78,0.0,908.78
49,"Pagan, Escribano y Muro e Hija",1241.36,333.87,907.49
3966,"Ortíz, Delapaz y Venegas SRL",906.72,0.0,906.72
3025,"Portillo, Valles y Soliz S. de H.",1222.95,317.04,905.91
981,Acevedo-Téllez,905.45,0.0,905.45
1872,Corporación Cobo y Asoc.,904.82,0.0,904.82
2026,Air Piñeiro-Cantú,1445.36,542.61,902.75
406,Corporación Armenta-Apodaca,902.58,0.0,902.58
2488,Puga-León e Hija,901.99,0.0,901.99
3479,Abrego de Prieto,901.94,0.0,901.94
2261,"Campos, Tijerina y Concepción SA",2573.16,1671.55,901.61
1940,Cuesta-Valero,1175.99,274.45,901.54
2268,Betancourt y Briones S. de H.,1280.32,378.8,901.52
2125,Esteve de Rivero S. de H.,901.36,0.0,901.36
3339,Carbajal de Orosco y Flia.,901.09,0.0,901.09
3596,Cisneros y Matías,900.06,0.0,900.06
2306,"De Jesús, Cuesta y Ocampo SA",1518.67,619.37,899.3
5000,Asociación Guillen-Escribano,897.07,0.0,897.07
1028,Carreón de Cárdenas,896.05,0.0,896.05
2333,Miguel de Marco y Asoc.,1042.63,146.73,895.9
3100,Morales de Delacrúz SRL,895.1,0.0,895.1
1824,Osorio-Girón e Hijo,894.59,0.0,894.59
4505,Arenas y Pedroza,893.88,0.0,893.88
2470,Cortés de Pardo,890.91,0.0,890.91
2662,Raya de Collazo y Asoc.,887.99,0.0,887.99
268,Becerra-García,1840.11,953.07,887.04
2296,Lemus y Esparza SA,976.87,91.71,885.16
66,Empresa Ontiveros SA,884.32,0.0,884.32
1792,Pastor de Valladares S. de H.,1334.89,450.75,884.14
1953,Air Llorente,1678.76,795.93,882.83
3183,Grupo Pacheco-Gil,882.36,0.0,882.36
3855,Corporación Marcos SRL,881.27,0.0,881.27
437,Caballero-Álvarez,1795.37,915.29,880.08
4586,Gestora Godínez-Córdoba,879.63,0.0,879.63
82,Araña-Meza,878.73,0.0,878.73
552,Matías-León e Hijo,878.72,0.0,878.72
1954,Andrés y Prieto,2298.55,1421.96,876.59
498,Empresa Acosta e Hija,874.67,0.0,874.67
1329,Grupo Sisneros e Hijos,2867.85,1993.75,874.1
3369,Carreón y Vélez y Asoc.,872.43,0.0,872.43
759,"Arreola, Delagarza y Casares e Hijo",1079.46,207.48,871.98
1230,Menéndez y Cervántez SRL,871.96,0.0,871.96
1517,Maestas-Pizarro,1994.31,1124.07,870.24
3738,Asociación Carrasco e Hijos,870.02,0.0,870.02
2161,Asociación Borrego-Espinoza,869.85,0.0,869.85
1740,Montoya y Téllez,869.58,0.0,869.58
2033,Pineda-Martínez SA,869.14,0.0,869.14
4490,Galindo y Mascareñas,866.82,0.0,866.82
838,Centro Ureña-Armijo,2491.72,1624.95,866.77
3303,"Ordóñez, Archuleta y Llamas e Hijo",865.94,0.0,865.94
1973,Viajes Viera,864.94,0.0,864.94
